secret_column,base_prec,base_recall,attack_prec,attack_recall,alc,base_count,attack_count,base_ci,base_ci_low,base_ci_high,base_n,attack_ci,attack_ci_low,attack_ci_high,attack_n
HREKG,0.9811320754716981,0.8324607329842932,0.9245283018867925,0.8324607329842932,-1.5268806359350033,191,191,0.04756140866696612,0.9460013803642148,0.9935627890311809,159,0.08357788631794827,0.8727246609860534,0.9563025473040017,159
HREKG,0.9685863874345549,1.0,0.93717277486911,1.0,-0.5155476902679843,191,191,0.05235418919508794,0.9331707287133242,0.9855249179084121,191,0.07028961895123087,0.8934087463507253,0.9636983653019562,191
HYPOVOLEMIA,1.0,0.05128205128205128,0.9444444444444444,0.05128205128205128,-0.8269117737662133,351,351,0.17587922364665765,0.8241207763533424,1.0,18,0.2476978168404228,0.7424269921812741,0.9901248090216969,18
HYPOVOLEMIA,0.9565217391304348,0.32763532763532766,0.9043478260869565,0.32763532763532766,-0.6022969354139629,351,351,0.07904574824005783,0.9022421506531108,0.9812878988931686,115,0.10893977529330512,0.8368077057238426,0.9457474810171477,115
HYPOVOLEMIA,0.9636363636363636,0.4700854700854701,0.9030303030303031,0.4700854700854701,-0.8509635277275105,351,351,0.060283610516757236,0.9229459643826151,0.9832295748993723,165,0.09113476924004149,0.8482932255907778,0.9394279948308193,165
HYPOVOLEMIA,0.9698492462311558,0.5669515669515669,0.8994974874371859,0.5669515669515669,-1.1924703506637413,351,351,0.05031748416132309,0.9357923896238842,0.9861098737852073,199,0.08412587062845533,0.8498687756003327,0.933994646228788,199
HYPOVOLEMIA,0.9683257918552036,0.6296296296296297,0.9004524886877828,0.6296296296296297,-1.1007553478747474,351,351,0.04849915382475045,0.9360747802718523,0.9845739340966028,221,0.07945537475491815,0.8538829948525326,0.9333383696074508,221
HYPOVOLEMIA,0.9710743801652892,0.6894586894586895,0.8966942148760331,0.6894586894586895,-1.3195409712469388,351,351,0.04441141814974359,0.9415077774414385,0.9859191955911821,242,0.0770946141865374,0.8519482604994136,0.929042874685951,242
HYPOVOLEMIA,0.9730769230769231,0.7407407407407407,0.9,0.7407407407407407,-1.3914358323185114,351,351,0.041418916861470034,0.945479595214509,0.986898512075979,260,0.07332919882979894,0.8575115109843312,0.9308407098141301,260
HYPOVOLEMIA,0.9710144927536232,0.7863247863247863,0.9021739130434783,0.7863247863247863,-1.2207826937710509,351,351,0.04138427556299795,0.9438566125996813,0.9852408881626793,276,0.07048388315976173,0.861411222207127,0.9318951053668887,276
HYPOVOLEMIA,0.9695945945945946,0.8433048433048433,0.8986486486486487,0.8433048433048433,-1.2015129452428006,351,351,0.04068878196725134,0.9432339298619994,0.9839227118292507,296,0.06907847540442591,0.8590020706415551,0.928080546045981,296
HYPOVOLEMIA,0.9230769230769231,1.0,0.9088319088319088,1.0,-0.09970306424267476,351,351,0.05620238450817494,0.8903955654064624,0.9465979499146373,351,0.06055015745301662,0.8741308790128108,0.9346810364658275,351
LVEDVOLUME,1.0,0.08641975308641975,0.8571428571428571,0.08641975308641975,-3.79837433255123,81,81,0.3543304350666874,0.6456695649333126,1.0,7,0.48744820492957547,0.48687217072568106,0.9743203756552565,7
LVEDVOLUME,1.0,0.24691358024691357,0.8,0.24691358024691357,-28.47071392147079,81,81,0.16112515805281935,0.8388748419471806,1.0,20,0.3353597696720957,0.5839825677481064,0.9193423374202021,20
LVEDVOLUME,1.0,0.35802469135802467,0.8620689655172413,0.35802469135802467,-49.36700523063778,81,81,0.11696979849974065,0.8830302015002593,1.0,29,0.25061553756240074,0.6944100627964797,0.9450256003588804,29
LVEDVOLUME,1.0,0.5061728395061729,0.8536585365853658,0.5061728395061729,-176.74352723785142,81,81,0.08566757018443183,0.914332429815568,0.9999999999999998,41,0.21559209901185028,0.7155654195751904,0.9311575185870407,41
LVEDVOLUME,1.0,0.5679012345679012,0.8695652173913043,0.5679012345679012,-269.6795166377266,81,81,0.07707356308558055,0.9229264369144197,1.0000000000000002,46,0.19548017417037888,0.74334142220927,0.9388215963796489,46
LVEDVOLUME,1.0,0.6296296296296297,0.8627450980392157,0.6296296296296297,-501.94949983619546,81,81,0.07004661989853167,0.9299533801014686,1.0000000000000002,51,0.18910590522524806,0.7427830774241833,0.9318889826494313,51
LVEDVOLUME,0.9824561403508771,0.7037037037037037,0.8596491228070176,0.7037037037037037,-3.5483737107687108,81,81,0.08980382713426882,0.9070925082143229,0.9968963353485917,57,0.1803718846610548,0.7467553539065591,0.9271272385676139,57
LVEDVOLUME,0.9846153846153847,0.8024691358024691,0.8769230769230769,0.8024691358024691,-3.54847554690667,81,81,0.0794119026934913,0.9178671527044854,0.9972790553979767,65,0.16081026572292312,0.7754850591783847,0.9362953249013078,65
LVEDVOLUME,0.9857142857142858,0.8641975308641975,0.8857142857142857,0.8641975308641975,-3.5465781768629308,81,81,0.07405562485419293,0.9234181286879167,0.9974737535421097,70,0.1505809263551674,0.7903577841784561,0.9409387105336235,70
LVEDVOLUME,0.9629629629629629,1.0,0.9012345679012346,1.0,-0.863972591597796,81,81,0.09064799888564012,0.8966768869310617,0.9873248858167019,81,0.13206489774767471,0.8170349859835269,0.9490998837312016,81
LVFAILURE,1.0,0.07128309572301425,0.9714285714285714,0.07128309572301425,-0.6052781245144057,491,491,0.09890099232440408,0.9010990076755959,1.0,35,0.1402693804806927,0.854669127663863,0.9949385081445558,35
LVFAILURE,1.0,0.3564154786150713,0.9885714285714285,0.3564154786150713,-4.037435945283994,491,491,0.02147968846835213,0.9785203115316479,1.0,175,0.03756638279445568,0.9592938750939487,0.9968602578884044,175
LVFAILURE,1.0,0.5112016293279023,0.9920318725099602,0.5112016293279023,-10.044257441995338,491,491,0.015073916302594359,0.9849260836974059,1.0000000000000002,251,0.02639420022334471,0.971417925133864,0.9978121253572088,251
LVFAILURE,1.0,0.5824847250509165,0.993006993006993,0.5824847250509165,-16.489713568225817,491,491,0.013253655416737953,0.986746344583262,1.0,286,0.023214635135664352,0.974865530635804,0.9980801657714683,286
LVFAILURE,1.0,0.6558044806517311,0.9937888198757764,0.6558044806517311,-29.267326192546964,491,491,0.011789349441895358,0.9882106505581046,1.0,322,0.02065528719916354,0.9776397273281779,0.9982950145273415,322
LVFAILURE,1.0,0.7107942973523421,0.994269340974212,0.7107942973523421,-47.03757224258162,491,491,0.010887209324928815,0.9891127906750712,1.0,349,0.019077820129588474,0.9793492171313369,0.9984270372609254,349
LVFAILURE,1.0,0.7596741344195519,0.9946380697050938,0.7596741344195519,-73.29368947600929,491,491,0.010193832793015445,0.9898061672069848,1.0000000000000002,373,0.01786503944970419,0.9806632922046081,0.9985283316543123,373
LVFAILURE,1.0,0.8004073319755601,0.9949109414758269,0.8004073319755601,-105.47917500316296,491,491,0.009680084414844026,0.9903199155851562,1.0000000000000002,393,0.016966247237299115,0.9816370381658616,0.9986032854031607,393
LVFAILURE,1.0,0.8472505091649695,0.9951923076923077,0.8472505091649695,-151.86375664966093,491,491,0.009149784376903836,0.9908502156230959,0.9999999999999998,416,0.01603832176581743,0.9826422439689129,0.9986805657347303,416
LVFAILURE,0.9979633401221996,1.0,0.9938900203665988,1.0,-0.9971506501853311,491,491,0.011085485797456718,0.9885549032093651,0.9996403890068218,491,0.015727954105629216,0.9821919705186073,0.9979199246242365,491
PCWP,1.0,0.07053941908713693,0.8823529411764706,0.07053941908713693,-2.4628450315425723,241,241,0.18431813500885197,0.8156818649911483,1.0000000000000002,17,0.3104837321850662,0.6566364940511412,0.9671202262362074,17
PCWP,0.9868421052631579,0.3153526970954357,0.8552631578947368,0.3153526970954357,-4.411339325855944,241,241,0.06851026747226507,0.9291632524821558,0.9976735199544209,76,0.15808932716312862,0.7591255101452948,0.9172148373084235,76
PCWP,0.9615384615384616,0.4315352697095436,0.8269230769230769,0.4315352697095436,-1.7828968503440414,241,241,0.07969070042507886,0.9052524862309443,0.9849431866560232,104,0.14468988832975405,0.7429326899825905,0.8876225783123446,104
PCWP,0.959349593495935,0.5103734439834025,0.8455284552845529,0.5103734439834025,-1.4432594671937822,241,241,0.07415137745183242,0.9083622660666855,0.9825136435185179,123,0.1275162665317805,0.7713058150294296,0.8988220815612101,123
PCWP,0.9574468085106383,0.5850622406639004,0.8439716312056738,0.5850622406639004,-1.3835997688692807,241,241,0.07007870419768314,0.9102751353770648,0.980353839574748,141,0.11959449656697763,0.7750516298960687,0.8946461264630463,141
PCWP,0.9573170731707317,0.6804979253112033,0.8536585365853658,0.6804979253112033,-1.2637543586437663,241,241,0.06464547501054041,0.9145275253974305,0.979173000407971,164,0.10816181305265449,0.7914832967850947,0.8996451098377491,164
PCWP,0.9542857142857143,0.7261410788381742,0.8628571428571429,0.7261410788381742,-1.0445773402951168,241,241,0.06425752462161938,0.9123990363564246,0.976656560978044,175,0.1020301858398569,0.8040479915501266,0.9060781773899835,175
PCWP,0.956989247311828,0.7717842323651453,0.8655913978494624,0.7717842323651453,-1.107401817637497,241,241,0.060610364083006685,0.9174368471655245,0.9780472112485312,186,0.09816183800486633,0.809112704363189,0.9072745423680554,186
PCWP,0.955,0.8298755186721992,0.87,0.8298755186721992,-0.9865601751305377,241,241,0.05944416100032668,0.9167032959981803,0.976147456998507,200,0.09338149592579092,0.8163364812775159,0.9097179772033068,200
PCWP,0.950207468879668,1.0,0.8838174273858921,1.0,-0.6997278254086168,241,241,0.05629275506083453,0.9149975267846534,0.9712902818454879,241,0.08117475028804455,0.8372081193181348,0.9183828696061793,241
STROKEVOLUME,0.9090909090909091,0.07801418439716312,0.7272727272727273,0.07801418439716312,-0.8961663840533762,141,141,0.36112626356571076,0.6226415635484044,0.9837678271141151,11,0.46818470827588016,0.43435469882387095,0.9025394070997511,11
STROKEVOLUME,0.9736842105263158,0.2695035460992908,0.868421052631579,0.2695035460992908,-1.8537455488425583,141,141,0.13028817347375254,0.8650512388404787,0.9953394123142313,38,0.2157299175217119,0.7267314055770868,0.9424613230987987,38
STROKEVOLUME,0.9230769230769231,0.36879432624113473,0.8076923076923077,0.36879432624113473,-0.7953243605507607,141,141,0.15141627865802332,0.8182643761570466,0.9696806548150699,52,0.21102814788924507,0.6810113918634199,0.8920395397526649,52
STROKEVOLUME,0.927536231884058,0.48936170212765956,0.8260869565217391,0.48936170212765956,-0.7461196678281559,141,141,0.12732617066400886,0.8413260579060098,0.9686522285700186,69,0.1774525716329235,0.7201637386871084,0.8976163103200319,69
STROKEVOLUME,0.9358974358974359,0.5531914893617021,0.8333333333333334,0.5531914893617021,-0.8478425908999554,141,141,0.11374663925792072,0.8585640453682882,0.972310684626209,78,0.16448629814036309,0.7354442476924204,0.8999305458327835,78
STROKEVOLUME,0.9325842696629213,0.6312056737588653,0.8314606741573034,0.6312056737588653,-0.7990599816129746,141,141,0.10810637577270898,0.8606322391743677,0.9687386149470767,89,0.1547429653788236,0.7403744938895832,0.8951174592684068,89
STROKEVOLUME,0.9375,0.6808510638297872,0.8229166666666666,0.6808510638297872,-0.9727426800997565,141,141,0.10075279075336341,0.8702905349355852,0.9710433256889486,96,0.1518053265114132,0.7345895948319191,0.8863949213433323,96
STROKEVOLUME,0.9444444444444444,0.7659574468085106,0.8333333333333334,0.7659574468085106,-1.054937890205826,141,141,0.09022663833412725,0.8840656320566888,0.974292270390816,108,0.14002212651300783,0.7518731501613104,0.8918952766743182,108
STROKEVOLUME,0.9401709401709402,0.8297872340425532,0.8376068376068376,0.8297872340425532,-0.908162184151338,141,141,0.08908257445673584,0.8816369507918819,0.9707195252486177,117,0.1332547386604025,0.7602472015785341,0.8935019402389366,117
STROKEVOLUME,0.9361702127659575,1.0,0.851063829787234,1.0,-0.7091154300719833,141,141,0.08291308596605373,0.8831456427498141,0.9660587287158678,141,0.11744689771681771,0.7830295299021705,0.9004764276189882,141
